id,code,name,includes_iva,includes_ieps,border_incentive,alternative_names
c_clave_prod_serv_50325028,50325028,Naranja navel seca,Opcional,Opcional,1,
c_clave_prod_serv_50325029,50325029,Naranja navelina seca,Opcional,Opcional,1,
c_clave_prod_serv_50325030,50325030,Naranja oro blanco seca,Opcional,Opcional,1,
c_clave_prod_serv_50325031,50325031,Naranja osceola seca,Opcional,Opcional,1,
c_clave_prod_serv_50325032,50325032,Naranja parson carmelito seca,Opcional,Opcional,1,
c_clave_prod_serv_50325033,50325033,Naranja pera seca,Opcional,Opcional,1,
c_clave_prod_serv_50325034,50325034,Naranjo pummulo seca,Opcional,Opcional,1,Naranja pummulo seca
c_clave_prod_serv_50325035,50325035,Naranja rhode rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325036,50325036,Naranja roble seca,Opcional,Opcional,1,
c_clave_prod_serv_50325037,50325037,Naranja salustianas seca,Opcional,Opcional,1,
c_clave_prod_serv_50325038,50325038,Naranja sanguine seca,Opcional,Opcional,1,
c_clave_prod_serv_50325039,50325039,Naranja sanguinelli seca,Opcional,Opcional,1,
c_clave_prod_serv_50325040,50325040,Naranja cevilla seca,Opcional,Opcional,1,
c_clave_prod_serv_50325041,50325041,Naranja shamouti jaffa seca,Opcional,Opcional,1,
c_clave_prod_serv_50325042,50325042,Naranja tunis seca,Opcional,Opcional,1,
c_clave_prod_serv_50325043,50325043,Naranja valencia seca,Opcional,Opcional,1,
c_clave_prod_serv_50325044,50325044,Naranja washington navel seca,Opcional,Opcional,1,
c_clave_prod_serv_50325100,50325100,Papayas secas,Opcional,Opcional,1,
c_clave_prod_serv_50325101,50325101,Papaya verde cocinar seca,Opcional,Opcional,1,
c_clave_prod_serv_50325102,50325102,Papaya maradol seca,Opcional,Opcional,1,
c_clave_prod_serv_50325103,50325103,Papaya amarillo mexicano seca,Opcional,Opcional,1,
c_clave_prod_serv_50325104,50325104,Papaya montaña seca,Opcional,Opcional,1,
c_clave_prod_serv_50325105,50325105,Papaya solo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325106,50325106,Papaya tainung seca,Opcional,Opcional,1,
c_clave_prod_serv_50325200,50325200,Maracuyás secas,Opcional,Opcional,1,
c_clave_prod_serv_50325201,50325201,Fruta maracuyá banana seca,Opcional,Opcional,1,Curuba seca
c_clave_prod_serv_50325202,50325202,Maracuyá flor azul seca,Opcional,Opcional,1,Maracuyá pasionaria azul seca
c_clave_prod_serv_50325203,50325203,Maracuyá crackerjack seca,Opcional,Opcional,1,
c_clave_prod_serv_50325204,50325204,Maracuyá granadilla gigante seca,Opcional,Opcional,1,
c_clave_prod_serv_50325205,50325205,Maracuyá granadilla dorada seca,Opcional,Opcional,1,
c_clave_prod_serv_50325206,50325206,Maracuyá maypops seca,Opcional,Opcional,1,
c_clave_prod_serv_50325207,50325207,Maracuyá roja seca,Opcional,Opcional,1,
c_clave_prod_serv_50325208,50325208,Maracuyá granadilla dulce seca,Opcional,Opcional,1,
c_clave_prod_serv_50325209,50325209,Maracuyá sandia seca,Opcional,Opcional,1,
c_clave_prod_serv_50325210,50325210,Maracuyá  wing- steam seca,Opcional,Opcional,1,
c_clave_prod_serv_50325300,50325300,Duraznos secos,Opcional,Opcional,1,
c_clave_prod_serv_50325301,50325301,Durazno escudo amber seco,Opcional,Opcional,1,
c_clave_prod_serv_50325302,50325302,Durazno nieve de abril seco,Opcional,Opcional,1,
c_clave_prod_serv_50325303,50325303,Durazno dama de agosto seco,Opcional,Opcional,1,
c_clave_prod_serv_50325304,50325304,Durazno llama de otoño seco,Opcional,Opcional,1,
c_clave_prod_serv_50325305,50325305,Durazno dama de otoño seco,Opcional,Opcional,1,
c_clave_prod_serv_50325306,50325306,Durazno babcock seco,Opcional,Opcional,1,
c_clave_prod_serv_50325307,50325307,Durazno brittany lane seco,Opcional,Opcional,1,
c_clave_prod_serv_50325308,50325308,Durazno cary mac seco,Opcional,Opcional,1,
c_clave_prod_serv_50325309,50325309,Durazno clásica seco,Opcional,Opcional,1,
c_clave_prod_serv_50325310,50325310,Durazno dulce del campo seco,Opcional,Opcional,1,
c_clave_prod_serv_50325311,50325311,Durazno escudo de cielo seco,Opcional,Opcional,1,
c_clave_prod_serv_50325312,50325312,Durazno dama crimson seco,Opcional,Opcional,1,
c_clave_prod_serv_50325313,50325313,Durazno príncipe corona seco,Opcional,Opcional,1,
c_clave_prod_serv_50325314,50325314,Durazno sol david seco,Opcional,Opcional,1,
c_clave_prod_serv_50325315,50325315,Durazno  princesa diamante seco,Opcional,Opcional,1,
c_clave_prod_serv_50325316,50325316,Durazno earlrich seco,Opcional,Opcional,1,
c_clave_prod_serv_50325317,50325317,Durazno majestuosa temprana seco,Opcional,Opcional,1,
c_clave_prod_serv_50325318,50325318,Durazno early treat seco,Opcional,Opcional,1,
c_clave_prod_serv_50325319,50325319,Durazno dama elegante seco,Opcional,Opcional,1,
c_clave_prod_serv_50325320,50325320,Durazno emperatriz seco,Opcional,Opcional,1,
c_clave_prod_serv_50325321,50325321,Durazno encoré seco,Opcional,Opcional,1,
c_clave_prod_serv_50325322,50325322,Durazno dama elegante seco,Opcional,Opcional,1,
c_clave_prod_serv_50325323,50325323,Durazno príncipe de fuego seco,Opcional,Opcional,1,
c_clave_prod_serv_50325324,50325324,Durazno escudo de llama seco,Opcional,Opcional,1,
c_clave_prod_serv_50325325,50325325,Durazno tipo plano seco,Opcional,Opcional,1,
c_clave_prod_serv_50325326,50325326,Durazno escudo de sabor seco,Opcional,Opcional,1,
c_clave_prod_serv_50325327,50325327,Durazno príncipe florida seco,Opcional,Opcional,1,
c_clave_prod_serv_50325328,50325328,Durazno luna llena seco,Opcional,Opcional,1,
c_clave_prod_serv_50325329,50325329,Durazno harvester seco,Opcional,Opcional,1,
c_clave_prod_serv_50325330,50325330,Durazno princesa de hielo seco,Opcional,Opcional,1,
c_clave_prod_serv_50325331,50325331,Durazno princesa de marfil seco,Opcional,Opcional,1,
c_clave_prod_serv_50325332,50325332,Durazno princesa reina jersey seco,Opcional,Opcional,1,
c_clave_prod_serv_50325333,50325333,Durazno john henry seco,Opcional,Opcional,1,
c_clave_prod_serv_50325334,50325334,Durazno príncipe de junio seco,Opcional,Opcional,1,
c_clave_prod_serv_50325335,50325335,Durazno kaweah seco,Opcional,Opcional,1,
c_clave_prod_serv_50325336,50325336,Durazno klondike seco,Opcional,Opcional,1,
c_clave_prod_serv_50325337,50325337,Durazno lindo seco,Opcional,Opcional,1,
c_clave_prod_serv_50325338,50325338,Durazno loring seco,Opcional,Opcional,1,
c_clave_prod_serv_50325339,50325339,Durazno majestuoso seco,Opcional,Opcional,1,
c_clave_prod_serv_50325340,50325340,Durazno o’henry seco,Opcional,Opcional,1,
c_clave_prod_serv_50325341,50325341,Durazno escudo de reina seco,Opcional,Opcional,1,
c_clave_prod_serv_50325342,50325342,Durazno dama roja seco,Opcional,Opcional,1,
c_clave_prod_serv_50325343,50325343,Durazno globo rojo seco,Opcional,Opcional,1,
c_clave_prod_serv_50325344,50325344,Durazno cielo rojo seco,Opcional,Opcional,1,
c_clave_prod_serv_50325345,50325345,Durazno redtop seco,Opcional,Opcional,1,
c_clave_prod_serv_50325346,50325346,Durazno regina seco,Opcional,Opcional,1,
c_clave_prod_serv_50325347,50325347,Durazno dama rica seco,Opcional,Opcional,1,
c_clave_prod_serv_50325348,50325348,Durazno mayo rico seco,Opcional,Opcional,1,
c_clave_prod_serv_50325349,50325349,Durazno gloria real seco,Opcional,Opcional,1,
c_clave_prod_serv_50325350,50325350,Durazno dama real seco,Opcional,Opcional,1,
c_clave_prod_serv_50325351,50325351,Durazno nieve de septiembre seco,Opcional,Opcional,1,
c_clave_prod_serv_50325352,50325352,Durazno sol de septiembre seco,Opcional,Opcional,1,
c_clave_prod_serv_50325353,50325353,Durazno gema sierra seco,Opcional,Opcional,1,
c_clave_prod_serv_50325354,50325354,Durazno angel de nieve seco,Opcional,Opcional,1,
c_clave_prod_serv_50325355,50325355,Durazno gema de nieve seco,Opcional,Opcional,1,
c_clave_prod_serv_50325356,50325356,Durazno rey de nieve seco,Opcional,Opcional,1,
c_clave_prod_serv_50325357,50325357,Durazno dama de primavera seco,Opcional,Opcional,1,
c_clave_prod_serv_50325358,50325358,Durazno nieve de primavera seco,Opcional,Opcional,1,
c_clave_prod_serv_50325359,50325359,Durazno escudo de primavera seco,Opcional,Opcional,1,
c_clave_prod_serv_50325360,50325360,Durazno dulce gigante seco,Opcional,Opcional,1,
c_clave_prod_serv_50325361,50325361,Durazno dama de azúcar seco,Opcional,Opcional,1,
c_clave_prod_serv_50325362,50325362,Durazno brillo de sol seco,Opcional,Opcional,1,
c_clave_prod_serv_50325363,50325363,Durazno sunhigh seco,Opcional,Opcional,1,
c_clave_prod_serv_50325364,50325364,Durazno dama super seco,Opcional,Opcional,1,
c_clave_prod_serv_50325365,50325365,Durazno super rico seco,Opcional,Opcional,1,
c_clave_prod_serv_50325366,50325366,Durazno surecrop seco,Opcional,Opcional,1,
c_clave_prod_serv_50325367,50325367,Durazno sueño dulce seco,Opcional,Opcional,1,
c_clave_prod_serv_50325368,50325368,Durazno septiembre dulce seco,Opcional,Opcional,1,
c_clave_prod_serv_50325369,50325369,Durazno vista seco,Opcional,Opcional,1,
c_clave_prod_serv_50325370,50325370,Durazno dama blanca seco,Opcional,Opcional,1,
c_clave_prod_serv_50325371,50325371,Durazno dama zee seco,Opcional,Opcional,1,
c_clave_prod_serv_50325400,50325400,Peras secas,Opcional,Opcional,1,
c_clave_prod_serv_50325401,50325401,Peras abate fetel seca,Opcional,Opcional,1,
c_clave_prod_serv_50325402,50325402,Peras anjou seca,Opcional,Opcional,1,
c_clave_prod_serv_50325403,50325403,Pera asiática seca,Opcional,Opcional,1,
c_clave_prod_serv_50325404,50325404,Pera bartlett seca,Opcional,Opcional,1,
c_clave_prod_serv_50325405,50325405,Pera best ever seca,Opcional,Opcional,1,
c_clave_prod_serv_50325406,50325406,Pera beth seca,Opcional,Opcional,1,
c_clave_prod_serv_50325407,50325407,Pera beurre seca,Opcional,Opcional,1,
c_clave_prod_serv_50325408,50325408,Pera bosc seca,Opcional,Opcional,1,
c_clave_prod_serv_50325409,50325409,Pera clapp favorita seca,Opcional,Opcional,1,
c_clave_prod_serv_50325410,50325410,Pera comice seca,Opcional,Opcional,1,
c_clave_prod_serv_50325411,50325411,Pera concorde seca,Opcional,Opcional,1,
c_clave_prod_serv_50325412,50325412,Pera conference seca,Opcional,Opcional,1,
c_clave_prod_serv_50325413,50325413,Pera crimson rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325414,50325414,Peras d’ anjou seca,Opcional,Opcional,1,
c_clave_prod_serv_50325415,50325415,Pera dr jules guyot seca,Opcional,Opcional,1,
c_clave_prod_serv_50325416,50325416,Peras early seca,Opcional,Opcional,1,
c_clave_prod_serv_50325417,50325417,Peras emperador carmelito seca,Opcional,Opcional,1,
c_clave_prod_serv_50325418,50325418,Peras forelle seca,Opcional,Opcional,1,
c_clave_prod_serv_50325419,50325419,Pera mantequilla francesa seca,Opcional,Opcional,1,
c_clave_prod_serv_50325420,50325420,Pera glou morceau seca,Opcional,Opcional,1,
c_clave_prod_serv_50325421,50325421,Pera hosui seca,Opcional,Opcional,1,
c_clave_prod_serv_50325422,50325422,Pera mantequilla italiana seca,Opcional,Opcional,1,
c_clave_prod_serv_50325423,50325423,Pera jargonelle seca,Opcional,Opcional,1,
c_clave_prod_serv_50325424,50325424,Pera juno seca,Opcional,Opcional,1,
c_clave_prod_serv_50325425,50325425,Para kaiserlouise bonne de jersey seca,Opcional,Opcional,1,
c_clave_prod_serv_50325426,50325426,Pera keiffer seca,Opcional,Opcional,1,
c_clave_prod_serv_50325427,50325427,Pera rey royal seca,Opcional,Opcional,1,
c_clave_prod_serv_50325428,50325428,Pera limonera seca,Opcional,Opcional,1,
c_clave_prod_serv_50325429,50325429,Pera merton pride seca,Opcional,Opcional,1,
c_clave_prod_serv_50325430,50325430,Pera mauntain bartlette seca,Opcional,Opcional,1,
c_clave_prod_serv_50325431,50325431,Pera oliver de serrers seca,Opcional,Opcional,1,
c_clave_prod_serv_50325432,50325432,Pera onward seca,Opcional,Opcional,1,
c_clave_prod_serv_50325433,50325433,Pera packham´s triumph seca,Opcional,Opcional,1,
c_clave_prod_serv_50325434,50325434,Pera paraíso seca,Opcional,Opcional,1,
c_clave_prod_serv_50325435,50325435,Pera passe crassane seca,Opcional,Opcional,1,
c_clave_prod_serv_50325436,50325436,Pera perry seca,Opcional,Opcional,1,
c_clave_prod_serv_50325437,50325437,Pera bartlett rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325438,50325438,Pera dánjou  rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325439,50325439,Pera rocha seca,Opcional,Opcional,1,
c_clave_prod_serv_50325440,50325440,Pera rosey rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325441,50325441,Pera rosy roja seca,Opcional,Opcional,1,
c_clave_prod_serv_50325442,50325442,Pera majestuosa royal seca,Opcional,Opcional,1,
c_clave_prod_serv_50325443,50325443,Pera ruby rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325444,50325444,Pera santa maria seca,Opcional,Opcional,1,
c_clave_prod_serv_50325445,50325445,Pera seckel seca,Opcional,Opcional,1,
c_clave_prod_serv_50325446,50325446,Pera sensación seca,Opcional,Opcional,1,
c_clave_prod_serv_50325447,50325447,Pera crimson estrella seca,Opcional,Opcional,1,
c_clave_prod_serv_50325448,50325448,Pera crimson stark seca,Opcional,Opcional,1,
c_clave_prod_serv_50325449,50325449,Pera bartlette de verano seca,Opcional,Opcional,1,
c_clave_prod_serv_50325450,50325450,Pera verano dorado seca,Opcional,Opcional,1,
c_clave_prod_serv_50325451,50325451,Pera sol dorado seca,Opcional,Opcional,1,
c_clave_prod_serv_50325452,50325452,Pera sunprite seca,Opcional,Opcional,1,
c_clave_prod_serv_50325453,50325453,Pera taylors dorado seca,Opcional,Opcional,1,
c_clave_prod_serv_50325454,50325454,Pera taylors rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325455,50325455,Pera tientsin seca,Opcional,Opcional,1,
c_clave_prod_serv_50325456,50325456,Pera tosca seca,Opcional,Opcional,1,
c_clave_prod_serv_50325457,50325457,Pera warden  seca,Opcional,Opcional,1,
c_clave_prod_serv_50325458,50325458,Pera williams bon chretien seca,Opcional,Opcional,1,
c_clave_prod_serv_50325459,50325459,Pera williams seca,Opcional,Opcional,1,
c_clave_prod_serv_50325460,50325460,Pera nelis de invierno seca,Opcional,Opcional,1,
c_clave_prod_serv_50325500,50325500,Caquis secos,Opcional,Opcional,1,
c_clave_prod_serv_50325501,50325501,Caqui americano seca,Opcional,Opcional,1,
c_clave_prod_serv_50325502,50325502,Caqui sapote negro seca,Opcional,Opcional,1,Caqui zapote negro seco
c_clave_prod_serv_50325503,50325503,Caqui chapote / negro seca,Opcional,Opcional,1,
c_clave_prod_serv_50325504,50325504,Caqui dátale ciruela seca,Opcional,Opcional,1,
c_clave_prod_serv_50325505,50325505,Caqui fuyu seca,Opcional,Opcional,1,
c_clave_prod_serv_50325506,50325506,Caqui gigante fuyu seca,Opcional,Opcional,1,
c_clave_prod_serv_50325507,50325507,Caqui hachiya seca,Opcional,Opcional,1,
c_clave_prod_serv_50325508,50325508,Caqui mantequilla / mabolo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325509,50325509,Caqui príncipe ito seca,Opcional,Opcional,1,
c_clave_prod_serv_50325510,50325510,Caqui brillante royal seca,Opcional,Opcional,1,
c_clave_prod_serv_50325511,50325511,Caqui sharon seca,Opcional,Opcional,1,
c_clave_prod_serv_50325512,50325512,Caqui triumph seca,Opcional,Opcional,1,
c_clave_prod_serv_50325600,50325600,Piñas secas,Opcional,Opcional,1,
c_clave_prod_serv_50325601,50325601,Piña chirimoya seca,Opcional,Opcional,1,Atemoya seca
c_clave_prod_serv_50325602,50325602,Piña dorada seca,Opcional,Opcional,1,
c_clave_prod_serv_50325603,50325603,Piña hilo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325604,50325604,Piña kona sugarloaf seca,Opcional,Opcional,1,
c_clave_prod_serv_50325605,50325605,Piña reina natal seca,Opcional,Opcional,1,
c_clave_prod_serv_50325606,50325606,Piña pernabuco seca,Opcional,Opcional,1,
c_clave_prod_serv_50325607,50325607,Piña español rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325608,50325608,Piña cayen suave seca,Opcional,Opcional,1,
c_clave_prod_serv_50325609,50325609,Piña sugarloaf seca,Opcional,Opcional,1,
c_clave_prod_serv_50325610,50325610,Piña variegated seca,Opcional,Opcional,1,
c_clave_prod_serv_50325700,50325700,Ciruelos Damascos secos,Opcional,Opcional,1,
c_clave_prod_serv_50325701,50325701,Ciruelo / damasco negro kat seco,Opcional,Opcional,1,
c_clave_prod_serv_50325702,50325702,Ciruelo / damasco gusto azul seco,Opcional,Opcional,1,
c_clave_prod_serv_50325703,50325703,Ciruelo / damasco corazón de crimson seco,Opcional,Opcional,1,
c_clave_prod_serv_50325704,50325704,Ciruelo / damasco dapply dandy seco,Opcional,Opcional,1,
c_clave_prod_serv_50325705,50325705,Ciruelo / damasco dapple fuego seco,Opcional,Opcional,1,
c_clave_prod_serv_50325706,50325706,Ciruelo / damasco  dapple temprano seco,Opcional,Opcional,1,
c_clave_prod_serv_50325707,50325707,Ciruelo / damasco  caída de sabor seco,Opcional,Opcional,1,
c_clave_prod_serv_50325708,50325708,Ciruelo / damasco sabor de oro seco,Opcional,Opcional,1,
c_clave_prod_serv_50325709,50325709,Ciruelo / damasco sabor granada seco,Opcional,Opcional,1,
c_clave_prod_serv_50325710,50325710,Ciruelo / damasco sabor de corazón seco,Opcional,Opcional,1,
c_clave_prod_serv_50325711,50325711,Ciruelo / damasco joya de sabor seco,Opcional,Opcional,1,
c_clave_prod_serv_50325712,50325712,Ciruelo / damasco sabor de rey seco,Opcional,Opcional,1,
c_clave_prod_serv_50325713,50325713,Ciruelo / damasco sabor de reina seco,Opcional,Opcional,1,
c_clave_prod_serv_50325714,50325714,Ciruelo / damasco sabor supremo seco,Opcional,Opcional,1,
c_clave_prod_serv_50325715,50325715,Ciruelo / damasco sabor premio seco,Opcional,Opcional,1,
c_clave_prod_serv_50325716,50325716,Ciruelo / damasco saborella seco,Opcional,Opcional,1,
c_clave_prod_serv_50325717,50325717,Ciruelo / damasco saborrico seco,Opcional,Opcional,1,
c_clave_prod_serv_50325718,50325718,Ciruelo / damasco  sabor rosa seco,Opcional,Opcional,1,
c_clave_prod_serv_50325719,50325719,Ciruelo / damasco orgullo geo seco,Opcional,Opcional,1,
c_clave_prod_serv_50325720,50325720,Ciruelo / damasco kat rojo seco,Opcional,Opcional,1,
c_clave_prod_serv_50325721,50325721,Ciruelo / damasco premio royal seco,Opcional,Opcional,1,
c_clave_prod_serv_50325722,50325722,Ciruelo / damasco rosa sierra seco,Opcional,Opcional,1,
c_clave_prod_serv_50325723,50325723,Ciruelo / damasco geisha dulce seco,Opcional,Opcional,1,
c_clave_prod_serv_50325800,50325800,Ciruelas secas,Opcional,Opcional,1,
c_clave_prod_serv_50325801,50325801,Ciruela joya amber seca,Opcional,Opcional,1,
c_clave_prod_serv_50325802,50325802,Ciruela angeleno seca,Opcional,Opcional,1,
c_clave_prod_serv_50325803,50325803,Ciruela aurora seca,Opcional,Opcional,1,
c_clave_prod_serv_50325804,50325804,Ciruela otoño bonito seca,Opcional,Opcional,1,
c_clave_prod_serv_50325805,50325805,Ciruela gigante de otoño seca,Opcional,Opcional,1,
c_clave_prod_serv_50325806,50325806,Ciruela orgullo de otoño seca,Opcional,Opcional,1,
c_clave_prod_serv_50325807,50325807,Ciruela rosa de otoño seca,Opcional,Opcional,1,
c_clave_prod_serv_50325808,50325808,Ciruela playero seca,Opcional,Opcional,1,
c_clave_prod_serv_50325809,50325809,Ciruela betty anne seca,Opcional,Opcional,1,
c_clave_prod_serv_50325810,50325810,Ciruela belleza negra seca,Opcional,Opcional,1,
c_clave_prod_serv_50325811,50325811,Ciruela bullase negra seca,Opcional,Opcional,1,
c_clave_prod_serv_50325812,50325812,Ciruela diamante negro seca,Opcional,Opcional,1,
c_clave_prod_serv_50325813,50325813,Ciruela gigante negro seca,Opcional,Opcional,1,
c_clave_prod_serv_50325814,50325814,Ciruela hielo negro seca,Opcional,Opcional,1,
c_clave_prod_serv_50325815,50325815,Ciruela esplendor negro seca,Opcional,Opcional,1,
c_clave_prod_serv_50325816,50325816,Ciruela ámbar negro seca,Opcional,Opcional,1,
c_clave_prod_serv_50325817,50325817,Ciruela vino tinto seca,Opcional,Opcional,1,
c_clave_prod_serv_50325818,50325818,Ciruela  carlsbad seca,Opcional,Opcional,1,
c_clave_prod_serv_50325819,50325819,Ciruela casselman seca,Opcional,Opcional,1,
c_clave_prod_serv_50325820,50325820,Ciruela catalina seca,Opcional,Opcional,1,
c_clave_prod_serv_50325821,50325821,Ciruela damson seca,Opcional,Opcional,1,
c_clave_prod_serv_50325822,50325822,Ciruela dolly seca,Opcional,Opcional,1,
c_clave_prod_serv_50325823,50325823,Ciruela earlireina seca,Opcional,Opcional,1,
c_clave_prod_serv_50325824,50325824,Ciruela rosa early seca,Opcional,Opcional,1,
c_clave_prod_serv_50325825,50325825,Ciruela ébano mayo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325826,50325826,Ciruela ébano seca,Opcional,Opcional,1,
c_clave_prod_serv_50325827,50325827,Ciruela corazón de elefante seca,Opcional,Opcional,1,
c_clave_prod_serv_50325828,50325828,Ciruela belleza de esmeralda seca,Opcional,Opcional,1,
c_clave_prod_serv_50325829,50325829,Ciruela emperatriz seca,Opcional,Opcional,1,
c_clave_prod_serv_50325830,50325830,Ciruela libertad seca,Opcional,Opcional,1,
c_clave_prod_serv_50325831,50325831,Ciruela friar seca,Opcional,Opcional,1,
c_clave_prod_serv_50325832,50325832,Ciruela rojo gar seca,Opcional,Opcional,1,
c_clave_prod_serv_50325833,50325833,Ciruela gobernador seca,Opcional,Opcional,1,
c_clave_prod_serv_50325834,50325834,Ciruela rosa grande seca,Opcional,Opcional,1,
c_clave_prod_serv_50325835,50325835,Ciruela green gage seca,Opcional,Opcional,1,Ciruela calibre verde seca
c_clave_prod_serv_50325836,50325836,Ciruela greengage seca,Opcional,Opcional,1,
c_clave_prod_serv_50325837,50325837,Ciruela hiromi seca,Opcional,Opcional,1,
c_clave_prod_serv_50325838,50325838,Ciruela hiromi rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325839,50325839,Ciruela vacacion seca,Opcional,Opcional,1,
c_clave_prod_serv_50325840,50325840,Ciruela howard sol seca,Opcional,Opcional,1,
c_clave_prod_serv_50325841,50325841,Ciruela tipo interspecific seca,Opcional,Opcional,1,
c_clave_prod_serv_50325842,50325842,Ciruela jamaico seca,Opcional,Opcional,1,
c_clave_prod_serv_50325843,50325843,Ciruela joanna rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325844,50325844,Ciruela kelsey seca,Opcional,Opcional,1,
c_clave_prod_serv_50325845,50325845,Ciruela jaime rey seca,Opcional,Opcional,1,
c_clave_prod_serv_50325846,50325846,Ciruela laroda seca,Opcional,Opcional,1,
c_clave_prod_serv_50325847,50325847,Ciruela rosa tarde seca,Opcional,Opcional,1,
c_clave_prod_serv_50325848,50325848,Ciruela rosa linda seca,Opcional,Opcional,1,
c_clave_prod_serv_50325849,50325849,Ciruela estrella solitaria seca,Opcional,Opcional,1,
c_clave_prod_serv_50325850,50325850,Ciruela mariposa seca,Opcional,Opcional,1,
c_clave_prod_serv_50325851,50325851,Ciruela mercado negro seca,Opcional,Opcional,1,
c_clave_prod_serv_50325852,50325852,Ciruela mercado rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325853,50325853,Ciruela maribel seca,Opcional,Opcional,1,
c_clave_prod_serv_50325854,50325854,Ciruelas sol de octubre seca,Opcional,Opcional,1,
c_clave_prod_serv_50325855,50325855,Ciruela owen t seca,Opcional,Opcional,1,
c_clave_prod_serv_50325856,50325856,Ciruela perdrigon seca,Opcional,Opcional,1,
c_clave_prod_serv_50325857,50325857,Ciruela placer rosado seca,Opcional,Opcional,1,
c_clave_prod_serv_50325858,50325858,Ciruela  presidente seca,Opcional,Opcional,1,
c_clave_prod_serv_50325859,50325859,Ciruela hora prima seca,Opcional,Opcional,1,Ciruela prime time seca
c_clave_prod_serv_50325860,50325860,Ciruela majestad purpura seca,Opcional,Opcional,1,
c_clave_prod_serv_50325861,50325861,Ciruela reina rosa seca,Opcional,Opcional,1,
c_clave_prod_serv_50325862,50325862,Ciruela quetsch seca,Opcional,Opcional,1,
c_clave_prod_serv_50325863,50325863,Ciruela belleza roja seca,Opcional,Opcional,1,
c_clave_prod_serv_50325864,50325864,Ciruela camino rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325865,50325865,Ciruela ram rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325866,50325866,Ciruela rosa roja seca,Opcional,Opcional,1,
c_clave_prod_serv_50325867,50325867,Ciruela rojo rico seca,Opcional,Opcional,1,
c_clave_prod_serv_50325868,50325868,Ciruela romaro seca,Opcional,Opcional,1,
c_clave_prod_serv_50325869,50325869,Ciruela diamante rojo seca,Opcional,Opcional,1,
c_clave_prod_serv_50325870,50325870,Ciruela rojo royal seca,Opcional,Opcional,1,
c_clave_prod_serv_50325871,50325871,Ciruela royal zee seca,Opcional,Opcional,1,
c_clave_prod_serv_50325872,50325872,Ciruela roysum seca,Opcional,Opcional,1,
c_clave_prod_serv_50325873,50325873,Ciruela santa rosa seca,Opcional,Opcional,1,
c_clave_prod_serv_50325874,50325874,Ciruela zafiro seca,Opcional,Opcional,1,
c_clave_prod_serv_50325875,50325875,Ciruela sloe seca,Opcional,Opcional,1,
c_clave_prod_serv_50325876,50325876,Ciruela sta catherine seca,Opcional,Opcional,1,
c_clave_prod_serv_50325877,50325877,Ciruela bullase blanco seca,Opcional,Opcional,1,
c_clave_prod_serv_50325900,50325900,Granadas secas,Opcional,Opcional,1,
c_clave_prod_serv_50325901,50325901,Granada foothhill seca,Opcional,Opcional,1,
c_clave_prod_serv_50325902,50325902,"Granada, granada seca",Opcional,Opcional,1,Granada seca
c_clave_prod_serv_50325903,50325903,Granada rojo feliz seca,Opcional,Opcional,1,
c_clave_prod_serv_50325904,50325904,Granada nana seca,Opcional,Opcional,1,
c_clave_prod_serv_50325905,50325905,Granada rojo de pat seca,Opcional,Opcional,1,
c_clave_prod_serv_50325906,50325906,Granada pinkhan sec,Opcional,Opcional,1,
c_clave_prod_serv_50325907,50325907,Granada terciopelo morado seca,Opcional,Opcional,1,
c_clave_prod_serv_50325908,50325908,Granada grandioso seca,Opcional,Opcional,1,
c_clave_prod_serv_50326000,50326000,Pomelos secos,Opcional,Opcional,1,
c_clave_prod_serv_50326001,50326001,Pomelo chandler seco,Opcional,Opcional,1,
c_clave_prod_serv_50326002,50326002,Pomelo hirado butan seco,Opcional,Opcional,1,
c_clave_prod_serv_50326003,50326003,Pomelo liang ping yau seco,Opcional,Opcional,1,
c_clave_prod_serv_50326004,50326004,Pomelo panda wangi seco,Opcional,Opcional,1,
c_clave_prod_serv_50326005,50326005,Pomelo rosado seco,Opcional,Opcional,1,
c_clave_prod_serv_50326006,50326006,Pomelo shaddock rojo seco,Opcional,Opcional,1,
c_clave_prod_serv_50326007,50326007,Pomelo siamese dulce seco,Opcional,Opcional,1,
c_clave_prod_serv_50326008,50326008,Pomelo waingwright seco,Opcional,Opcional,1,
c_clave_prod_serv_50326100,50326100,Membrillos secos,Opcional,Opcional,1,
