id,name,code,state_id
res_country_state_city_mx_09_010,Alvaro Obregon,010,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_002,Azcapotzalco,002,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_014,Benito Juarez,014,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_003,Coyoacan,003,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_004,Cuajimalpa de Morelos,004,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_015,Cuauhtemoc,015,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_005,Gustavo A. Madero,005,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_006,Iztacalco,006,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_007,Iztapalapa,007,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_008,La Magdalena Contreras,008,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_016,Miguel Hidalgo,016,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_009,Milpa Alta,009,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_011,Tlahuac,011,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_012,Tlalpan,012,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_017,Venustiano Carranza,017,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_09_013,Xochimilco,013,l10n_mx_toponyms.res_country_state_mx_df
res_country_state_city_mx_01_001,Aguascalientes,001,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_011,San Francisco de los Romo,011,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_010,El Llano,010,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_007,Rincon de Romos,007,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_004,Cosio,004,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_008,San Jose de Gracia,008,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_009,Tepezala,009,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_006,Pabellon de Arteaga,006,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_002,Asientos,002,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_003,Calvillo,003,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_01_005,Jesus Maria,005,l10n_mx_toponyms.res_country_state_mx_ags
res_country_state_city_mx_02_002,Mexicali,002,l10n_mx_toponyms.res_country_state_mx_bc
res_country_state_city_mx_02_003,Tecate,003,l10n_mx_toponyms.res_country_state_mx_bc
res_country_state_city_mx_02_004,Tijuana,004,l10n_mx_toponyms.res_country_state_mx_bc
res_country_state_city_mx_02_005,Playas de Rosarito,005,l10n_mx_toponyms.res_country_state_mx_bc
res_country_state_city_mx_02_001,Ensenada,001,l10n_mx_toponyms.res_country_state_mx_bc
res_country_state_city_mx_03_003,La Paz,003,l10n_mx_toponyms.res_country_state_mx_bcs
res_country_state_city_mx_03_008,Los Cabos,008,l10n_mx_toponyms.res_country_state_mx_bcs
res_country_state_city_mx_03_001,Comondu,001,l10n_mx_toponyms.res_country_state_mx_bcs
res_country_state_city_mx_03_009,Loreto,009,l10n_mx_toponyms.res_country_state_mx_bcs
res_country_state_city_mx_03_002,Mulege,002,l10n_mx_toponyms.res_country_state_mx_bcs
res_country_state_city_mx_04_002,Campeche,002,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_003,Carmen,003,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_007,Palizada,007,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_011,Candelaria,011,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_009,Escarcega,009,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_004,Champoton,004,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_006,Hopelchen,006,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_010,Calakmul,010,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_008,Tenabo,008,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_005,Hecelchakan,005,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_04_001,Calkini,001,l10n_mx_toponyms.res_country_state_mx_camp
res_country_state_city_mx_05_030,Saltillo,030,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_004,Arteaga,004,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_015,Juarez,015,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_026,Progreso,026,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_008,Escobedo,008,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_031,San Buenaventura,031,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_001,Abasolo,001,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_005,Candela,005,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_010,Frontera,010,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_018,Monclova,018,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_006,Castanos,006,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_027,Ramos Arizpe,027,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_011,General Cepeda,011,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_025,Piedras Negras,025,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_022,Nava,022,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_002,Acuna,002,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_020,Muzquiz,020,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_014,Jimenez,014,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_038,Zaragoza,038,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_019,Morelos,019,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_003,Allende,003,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_037,Villa Union,037,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_012,Guerrero,012,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_013,Hidalgo,013,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_028,Sabinas,028,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_032,San Juan de Sabinas,032,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_035,Torreon,035,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_017,Matamoros,017,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_036,Viesca,036,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_023,Ocampo,023,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_021,Nadadores,021,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_034,Sierra Mojada,034,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_007,Cuatro Cienegas,007,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_016,Lamadrid,016,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_029,Sacramento,029,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_033,San Pedro,033,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_009,Francisco I. Madero,009,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_05_024,Parras,024,l10n_mx_toponyms.res_country_state_mx_coah
res_country_state_city_mx_06_002,Colima,002,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_06_009,Tecoman,009,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_06_007,Manzanillo,007,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_06_001,Armeria,001,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_06_004,Coquimatlan,004,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_06_003,Comala,003,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_06_005,Cuauhtemoc,005,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_06_006,Ixtlahuacan,006,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_06_008,Minatitlan,008,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_06_010,Villa de Alvarez,010,l10n_mx_toponyms.res_country_state_mx_col
res_country_state_city_mx_07_101,Tuxtla Gutierrez,101,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_079,San Fernando,079,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_012,Berriozabal,012,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_061,Ocozocoautla de Espinosa,061,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_086,Suchiapa,086,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_027,Chiapa de Corzo,027,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_063,Osumacinta,063,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_078,San Cristobal de las Casas,078,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_023,Chamula,023,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_044,Ixtapa,044,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_111,Zinacantan,111,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_002,Acala,002,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_028,Chiapilla,028,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_110,San Lucas,110,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_094,Teopisca,094,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_007,Amatenango del Valle,007,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_024,Chanal,024,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_064,Oxchuc,064,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_038,Huixtan,038,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_093,Tenejapa,093,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_056,Mitontic,056,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_074,Reforma,074,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_048,Juarez,048,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_068,Pichucalco,068,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_088,Sunuapa,088,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_062,Ostuacan,062,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_033,Francisco Leon,033,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_043,Ixtacomitan,043,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_084,Solosuchiapa,084,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_045,Ixtapangajoya,045,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_092,Tecpatan,092,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_021,Copainala,021,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_029,Chicoasen,029,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_018,Coapilla,018,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_067,Pantepec,067,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_090,Tapalapa,090,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_060,Ocotepec,060,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_025,Chapultenango,025,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_005,Amatan,005,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_039,Huitiupan,039,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_042,Ixhuatan,042,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_091,Tapilula,091,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_073,Rayon,073,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_072,Pueblo Nuevo Solistahuacan,072,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_047,Jitotol,047,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_013,Bochil,013,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_085,Soyalo,085,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_112,San Juan Cancuc,112,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_076,Sabanilla,076,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_081,Simojovel,081,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_118,San Andres Duraznal,118,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_014,El Bosque,014,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_022,Chalchihuitan,022,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_049,Larrainzar,049,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_119,Santiago el Pinar,119,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_026,Chenalho,026,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_113,Aldama,113,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_066,Pantelho,066,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_082,Sitala,082,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_077,Salto de Agua,077,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_096,Tila,096,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_100,Tumbala,100,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_109,Yajalon,109,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_059,Ocosingo,059,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_031,Chilon,031,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_114,Benemerito de las Americas,114,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_116,Marques de Comillas,116,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_065,Palenque,065,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_050,La Libertad,050,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_016,Catazaja,016,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_019,Comitan de Dominguez,019,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_104,Tzimol,104,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_030,Chicomuselo,030,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_011,Bella Vista,011,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_034,Frontera Comalapa,034,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_099,La Trinitaria,099,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_041,La Independencia,041,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_115,Maravilla Tenejapa,115,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_052,Las Margaritas,052,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_004,Altamirano,004,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_106,Venustiano Carranza,106,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_098,Totolapa,098,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_058,Nicolas Ruiz,058,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_075,Las Rosas,075,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_020,La Concordia,020,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_008,Angel Albino Corzo,008,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_117,Montecristo de Guerrero,117,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_083,Socoltenango,083,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_017,Cintalapa,017,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_046,Jiquipilas,046,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_009,Arriaga,009,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_108,Villaflores,108,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_097,Tonala,097,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_107,Villa Corzo,107,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_069,Pijijiapan,069,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_051,Mapastepec,051,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_003,Acapetahua,003,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_001,Acacoyagua,001,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_032,Escuintla,032,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_071,Villa Comaltitlan,071,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_040,Huixtla,040,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_054,Mazatan,054,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_037,Huehuetan,037,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_103,Tuzantan,103,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_089,Tapachula,089,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_087,Suchiate,087,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_035,Frontera Hidalgo,035,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_055,Metapa,055,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_102,Tuxtla Chico,102,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_105,Union Juarez,105,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_015,Cacahoatan,015,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_057,Motozintla,057,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_053,Mazapa de Madero,053,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_006,Amatenango de la Frontera,006,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_010,Bejucal de Ocampo,010,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_036,La Grandeza,036,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_070,El Porvenir,070,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_07_080,Siltepec,080,l10n_mx_toponyms.res_country_state_mx_chis
res_country_state_city_mx_08_019,Chihuahua,019,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_017,Cuauhtemoc,017,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_054,Riva Palacio,054,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_004,Aquiles Serdan,004,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_006,Bachiniva,006,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_031,Guerrero,031,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_050,Nuevo Casas Grandes,050,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_005,Ascension,005,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_035,Janos,035,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_013,Casas Grandes,013,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_023,Galeana,023,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_010,Buenaventura,010,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_025,Gomez Farias,025,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_034,Ignacio Zaragoza,034,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_040,Madera,040,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_048,Namiquipa,048,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_063,Temosachic,063,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_043,Matachi,043,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_037,Juarez,037,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_028,Guadalupe,028,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_053,Praxedis G. Guerrero,053,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_001,Ahumada,001,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_015,Coyame del Sotol,015,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_052,Ojinaga,052,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_002,Aldama,002,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_038,Julimes,038,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_042,Manuel Benavides,042,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_021,Delicias,021,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_055,Rosales,055,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_045,Meoqui,045,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_022,Dr. Belisario Dominguez,022,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_061,Satevo,061,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_057,San Francisco de Borja,057,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_049,Nonoava,049,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_027,Guachochi,027,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_009,Bocoyna,009,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_018,Cusihuiriachi,018,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_026,Gran Morelos,026,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_024,Santa Isabel,024,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_012,Carichi,012,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_066,Uruachi,066,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_051,Ocampo,051,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_047,Moris,047,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_020,Chinipas,020,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_041,Maguarichi,041,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_030,Guazapares,030,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_008,Batopilas,008,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_065,Urique,065,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_046,Morelos,046,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_029,Guadalupe y Calvo,029,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_059,San Francisco del Oro,059,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_056,Rosario,056,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_033,Huejotitan,033,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_064,El Tule,064,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_007,Balleza,007,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_060,Santa Barbara,060,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_011,Camargo,011,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_062,Saucillo,062,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_067,Valle de Zaragoza,067,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_016,La Cruz,016,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_058,San Francisco de Conchos,058,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_032,Hidalgo del Parral,032,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_003,Allende,003,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_039,Lopez,039,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_044,Matamoros,044,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_036,Jimenez,036,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_08_014,Coronado,014,l10n_mx_toponyms.res_country_state_mx_chih
res_country_state_city_mx_10_005,Durango,005,l10n_mx_toponyms.res_country_state_mx_dgo
res_country_state_city_mx_10_001,Canatlan,001,l10n_mx_toponyms.res_country_state_mx_dgo
res_country_state_city_mx_10_039,Nuevo Ideal,039,l10n_mx_toponyms.res_country_state_mx_dgo
res_country_state_city_mx_10_003,Coneto de Comonfort,003,l10n_mx_toponyms.res_country_state_mx_dgo
res_country_state_city_mx_10_028,San Juan del Rio,028,l10n_mx_toponyms.res_country_state_mx_dgo
res_country_state_city_mx_10_002,Canelas,002,l10n_mx_toponyms.res_country_state_mx_dgo
res_country_state_city_mx_10_037,Topia,037,l10n_mx_toponyms.res_country_state_mx_dgo
res_country_state_city_mx_10_034,Tamazula,034,l10n_mx_toponyms.res_country_state_mx_dgo
res_country_state_city_mx_10_032,Santiago Papasquiaro,032,l10n_mx_toponyms.res_country_state_mx_dgo
