id,code,name,active
c_fraccion_0202300100,0202300100,Deshuesada.,True
c_fraccion_0203110100,0203110100,En canales o medias canales.,True
c_fraccion_0203120101,0203120101,Paletas y sus trozos.,True
c_fraccion_0203120102,0203120102,Piernas y sus trozos.,True
c_fraccion_0203199900,0203199900,Las demás.,True
c_fraccion_0203210100,0203210100,En canales o medias canales.,True
c_fraccion_0203220101,0203220101,Paletas y sus trozos.,True
c_fraccion_0203220102,0203220102,Piernas y sus trozos.,True
c_fraccion_0203299900,0203299900,Las demás.,True
c_fraccion_0204100100,0204100100,"Canales o medias canales de cordero, frescas o refrigeradas.",True
c_fraccion_0204210100,0204210100,En canales o medias canales.,True
c_fraccion_0204229900,0204229900,Los demás cortes (trozos) sin deshuesar.,True
c_fraccion_0204230100,0204230100,Deshuesadas.,True
c_fraccion_0204300100,0204300100,"Canales o medias canales de cordero, congeladas.",True
c_fraccion_0204410100,0204410100,En canales o medias canales.,True
c_fraccion_0204429900,0204429900,Los demás cortes (trozos) sin deshuesar.,True
c_fraccion_0204430100,0204430100,Deshuesadas.,True
c_fraccion_0204500100,0204500100,Carne de animales de la especie caprina.,True
c_fraccion_0205000100,0205000100,"Carne de animales de las especies caballar, asnal o mular, fresca, refrigerada o congelada.",True
c_fraccion_0206100100,0206100100,"De la especie bovina, frescos o refrigerados.",True
c_fraccion_0206210100,0206210100,Lenguas.,True
c_fraccion_0206220100,0206220100,Hígados.,True
c_fraccion_0206299900,0206299900,Los demás.,True
c_fraccion_0206300100,0206300100,"Pieles de cerdo enteras o en recortes, refrigerados, excepto el cuero precocido en trozos (""pellets"").",True
c_fraccion_0206309900,0206309900,Los demás.,True
c_fraccion_0206410100,0206410100,Hígados.,True
c_fraccion_0206490100,0206490100,"Pieles de cerdo enteras o en recortes, excepto el cuero precocido en trozos (""pellets"").",True
c_fraccion_0206499900,0206499900,Los demás.,True
c_fraccion_0206809900,0206809900,"Los demás, frescos o refrigerados.",True
c_fraccion_0206909900,0206909900,"Los demás, congelados.",True
c_fraccion_0207110100,0207110100,"Sin trocear, frescos o refrigerados.",True
c_fraccion_0207120100,0207120100,"Sin trocear, congelados.",True
c_fraccion_0207130101,0207130101,Mecánicamente deshuesados (pastas).,True
c_fraccion_0207130202,0207130202,Carcazas.,True
c_fraccion_0207130303,0207130303,"Piernas, muslos o piernas unidas al muslo.",True
c_fraccion_0207139904,0207139904,Alas y sus partes.,True
c_fraccion_0207139905,0207139905,"Pechuga, sus trozos y recortes, con hueso.",True
c_fraccion_0207139906,0207139906,"Filetes de pechuga y pechuga, sus trozos y recortes, sin hueso (deshuesada).",True
c_fraccion_0207139999,0207139999,Los demás.,True
c_fraccion_0207140101,0207140101,Mecánicamente deshuesados (pastas).,True
c_fraccion_0207140200,0207140200,Hígados.,True
c_fraccion_0207140402,0207140402,"Piernas, muslos o piernas unidas al muslo.",True
c_fraccion_0207149903,0207149903,Alas y sus partes.,True
c_fraccion_0207149904,0207149904,"Pechuga, sus trozos y recortes, con hueso.",True
c_fraccion_0207149905,0207149905,"Filetes de pechuga y pechuga, sus trozos y recortes, sin hueso (deshuesada).",True
c_fraccion_0207240100,0207240100,"Sin trocear, frescos o refrigerados.",True
c_fraccion_0207250100,0207250100,"Sin trocear, congelados.",True
c_fraccion_0207260101,0207260101,Mecánicamente deshuesados (pastas).,True
c_fraccion_0207270101,0207270101,Mecánicamente deshuesados (pastas).,True
c_fraccion_0207270200,0207270200,Hígados.,True
c_fraccion_0207410100,0207410100,"Sin trocear, frescos o refrigerados.",True
c_fraccion_0207420100,0207420100,"Sin trocear, congelados.",True
c_fraccion_0207430100,0207430100,"Hígados grasos, frescos o refrigerados.",True
c_fraccion_0207440100,0207440100,"Los demás, frescos o refrigerados.",True
c_fraccion_0207450100,0207450100,Hígados.,True
c_fraccion_0207459900,0207459900,Los demás.,True
c_fraccion_0207510100,0207510100,"Sin trocear, frescos o refrigerados.",True
c_fraccion_0207520100,0207520100,"Sin trocear, congelados.",True
c_fraccion_0207530100,0207530100,"Hígados grasos, frescos o refrigerados.",True
c_fraccion_0207540100,0207540100,"Los demás, frescos o refrigerados.",True
c_fraccion_0207550100,0207550100,Hígados.,True
c_fraccion_0207559900,0207559900,Los demás.,True
c_fraccion_0207600300,0207600300,De pintada.,True
c_fraccion_0208100100,0208100100,De conejo o liebre.,True
c_fraccion_0208300100,0208300100,De primates.,True
c_fraccion_0208400100,0208400100,"De ballenas, delfines y marsopas (mamíferos del orden Cetacea); manatíes y dugones o dugongos (mamíferos del orden Sirenia); otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia).",True
c_fraccion_0208500100,0208500100,De reptiles (incluidas las serpientes y tortugas de mar).,True
c_fraccion_0208600100,0208600100,De camellos y demás camélidos (Camelidae).,True
c_fraccion_0208909900,0208909900,Los demás.,True
c_fraccion_0209100100,0209100100,De cerdo.,True
c_fraccion_0209900100,0209900100,"De gallo, gallina o pavo (gallipavo).",True
c_fraccion_0209909900,0209909900,Los demás.,True
c_fraccion_0210110100,0210110100,"Jamones, paletas, y sus trozos, sin deshuesar.",True
c_fraccion_0210120100,0210120100,Tocino entreverado de panza (panceta) y sus trozos.,True
c_fraccion_0210199900,0210199900,Las demás.,True
c_fraccion_0210200100,0210200100,Carne de la especie bovina.,True
c_fraccion_0210910100,0210910100,De primates.,True
c_fraccion_0210920100,0210920100,"De ballenas, delfines y marsopas (mamíferos del orden Cetacea); manatíes y dugones o dugongos (mamíferos del orden Sirenia); otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia).",True
c_fraccion_0210930100,0210930100,De reptiles (incluidas las serpientes y tortugas de mar).,True
c_fraccion_0210990200,0210990200,"Pieles de cerdo ahumadas, enteras o en recortes.",True
c_fraccion_0210999900,0210999900,Los demás.,True
c_fraccion_0301110100,0301110100,De agua dulce.,True
c_fraccion_0301199900,0301199900,Los demás.,True
c_fraccion_0301910100,0301910100,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",True
c_fraccion_0301920100,0301920100,Anguilas (Anguilla spp.).,True
c_fraccion_0301930100,0301930100,"Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.).",True
c_fraccion_0301940100,0301940100,"Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis).",True
c_fraccion_0301950100,0301950100,Atunes del sur (Thunnus maccoyii).,True
c_fraccion_0301990100,0301990100,"Depredadores, en sus estados de alevines, juveniles y adultos.",True
c_fraccion_0301999900,0301999900,Los demás.,True
c_fraccion_0302110100,0302110100,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",True
c_fraccion_0302130100,0302130100,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus).",True
c_fraccion_0302140100,0302140100,Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).,True
c_fraccion_0302199900,0302199900,Los demás.,True
c_fraccion_0302210100,0302210100,"Fletanes (halibut) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis).",True
c_fraccion_0302220100,0302220100,Sollas (Pleuronectes platessa).,True
c_fraccion_0302230100,0302230100,Lenguados (Solea spp.).,True
c_fraccion_0302240100,0302240100,Rodaballos (turbots) (Psetta maxima).,True
c_fraccion_0302299900,0302299900,Los demás.,True
c_fraccion_0302310100,0302310100,Albacoras o atunes blancos (Thunnus alalunga).,True
c_fraccion_0302320100,0302320100,Atunes de aleta amarilla (rabiles) (Thunnus albacares).,True
c_fraccion_0302330100,0302330100,Listados o bonitos de vientre rayado.,True
c_fraccion_0302340100,0302340100,Patudos o atunes ojo grande (Thunnus obesus).,True
c_fraccion_0302350100,0302350100,"Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis).",True
c_fraccion_0302360100,0302360100,Atunes del sur (Thunnus maccoyii).,True
c_fraccion_0302399900,0302399900,Los demás.,True
c_fraccion_0302410100,0302410100,"Arenques (Clupea harengus, Clupea pallasii).",True
c_fraccion_0302420100,0302420100,Anchoas (Engraulis spp.).,True
c_fraccion_0302430100,0302430100,"Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus).",True
c_fraccion_0302440100,0302440100,"Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus).",True
c_fraccion_0302450100,0302450100,Jureles (Trachurus spp.).,True
c_fraccion_0302460100,0302460100,Cobias (Rachycentron canadum).,True
c_fraccion_0302470100,0302470100,Peces espada (Xiphias gladius).,True
c_fraccion_0302499900,0302499900,Los demás.,True
c_fraccion_0302510100,0302510100,"Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).",True
c_fraccion_0302520100,0302520100,Eglefinos (Melanogrammus aeglefinus).,True
c_fraccion_0302530100,0302530100,Carboneros (Pollachius virens).,True
c_fraccion_0302540100,0302540100,"Merluzas (Merluccius spp., Urophycis spp.).",True
c_fraccion_0302550100,0302550100,Abadejos de Alaska (Theragra chalcogramma).,True
c_fraccion_0302560100,0302560100,"Bacaladillas (Micromesistius poutassou, Micromesistius australis).",True
c_fraccion_0302599900,0302599900,Los demás.,True
c_fraccion_0302710100,0302710100,Tilapias (Oreochromis spp.).,True
c_fraccion_0302720100,0302720100,"Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).",True
c_fraccion_0302730100,0302730100,"Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.).",True
c_fraccion_0302740100,0302740100,Anguilas (Anguilla spp.).,True
c_fraccion_0302799900,0302799900,Los demás.,True
c_fraccion_0302810100,0302810100,Cazones y demás escualos.,True
c_fraccion_0302820100,0302820100,Rayas (Rajidae).,True
c_fraccion_0302830100,0302830100,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",True
c_fraccion_0302840100,0302840100,Róbalos (Dicentrarchus spp.).,True
c_fraccion_0302850100,0302850100,"Sargos (Doradas, Espáridos) (Sparidae).",True
c_fraccion_0302890100,0302890100,Totoabas.,True
c_fraccion_0302899900,0302899900,Los demás.,True
c_fraccion_0302910100,0302910100,"Hígados, huevas y lechas.",True
c_fraccion_0302920100,0302920100,Aletas de tiburón.,True
c_fraccion_0302990100,0302990100,"De Atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis).",True
c_fraccion_0302990200,0302990200,"De Merluzas (Merluccius spp., Urophycis spp.).",True
c_fraccion_0302990300,0302990300,De Totoabas.,True
c_fraccion_0302999900,0302999900,Los demás.,True
c_fraccion_0303110100,0303110100,Salmones rojos (Oncorhynchus nerka).,True
c_fraccion_0303120100,0303120100,"Los demás salmones del Pacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus).",True
c_fraccion_0303130100,0303130100,Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).,True
c_fraccion_0303140100,0303140100,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",True
c_fraccion_0303199900,0303199900,Los demás.,True
c_fraccion_0303230100,0303230100,Tilapias (Oreochromis spp.).,True
c_fraccion_0303240100,0303240100,"Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).",True
c_fraccion_0303250100,0303250100,"Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.).",True
c_fraccion_0303260100,0303260100,Anguilas (Anguilla spp.).,True
c_fraccion_0303299900,0303299900,Los demás.,True
c_fraccion_0303310100,0303310100,"Fletanes (halibut) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis).",True
c_fraccion_0303320100,0303320100,Sollas (Pleuronectes platessa).,True
c_fraccion_0303330100,0303330100,Lenguados (Solea spp.).,True
c_fraccion_0303340100,0303340100,Rodaballos (turbots) (Psetta maxima).,True
c_fraccion_0303399900,0303399900,Los demás.,True
c_fraccion_0303410100,0303410100,Albacoras o atunes blancos (Thunnus alalunga).,True
c_fraccion_0303420100,0303420100,Atunes de aleta amarilla (rabiles) (Thunnus albacares).,True
c_fraccion_0303430100,0303430100,Listados o bonitos de vientre rayado.,True
c_fraccion_0303440100,0303440100,Patudos o atunes ojo grande (Thunnus obesus).,True
c_fraccion_0303450100,0303450100,"Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis).",True
c_fraccion_0303460100,0303460100,Atunes del sur (Thunnus maccoyii).,True
c_fraccion_0303499900,0303499900,Los demás.,True
c_fraccion_0303510100,0303510100,"Arenques (Clupea harengus, Clupea pallasii).",True
c_fraccion_0303530100,0303530100,"Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus).",True
c_fraccion_0303540100,0303540100,"Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus).",True
c_fraccion_0303550100,0303550100,Jureles (Trachurus spp.).,True
c_fraccion_0303560100,0303560100,Cobias (Rachycentron canadum).,True
c_fraccion_0303570100,0303570100,Peces espada (Xiphias gladius).,True
c_fraccion_0303599900,0303599900,Los demás.,True
c_fraccion_0303630100,0303630100,"Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).",True
c_fraccion_0303640100,0303640100,Eglefinos (Melanogrammus aeglefinus).,True
c_fraccion_0303650100,0303650100,Carboneros (Pollachius virens).,True
c_fraccion_0303660100,0303660100,"Merluzas (Merluccius spp., Urophycis spp.).",True
c_fraccion_0303670100,0303670100,Abadejos de Alaska (Theragra chalcogramma).,True
c_fraccion_0303680100,0303680100,"Bacaladillas (Micromesistius poutassou, Micromesistius australis).",True
c_fraccion_0303699900,0303699900,Los demás.,True
c_fraccion_0303810100,0303810100,Cazones y demás escualos.,True
c_fraccion_0303820100,0303820100,Rayas (Rajidae).,True
c_fraccion_0303830100,0303830100,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",True
c_fraccion_0303840100,0303840100,Róbalos (Dicentrarchus spp.).,True
c_fraccion_0303890100,0303890100,Totoabas.,True
c_fraccion_0303899900,0303899900,Los demás.,True
c_fraccion_0303910100,0303910100,"Hígados, huevas y lechas.",True
c_fraccion_0303920100,0303920100,Aletas de tiburón.,True
c_fraccion_0303990100,0303990100,"De Atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis).",True
c_fraccion_0303990200,0303990200,"De Merluzas (Merluccius spp., Urophycis spp.) y de Anguilas.",True
c_fraccion_0303990300,0303990300,De Totoabas.,True
c_fraccion_0303999900,0303999900,Los demás.,True
c_fraccion_0304310100,0304310100,Tilapias (Oreochromis spp.).,True
c_fraccion_0304320100,0304320100,"Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).",True
c_fraccion_0304330100,0304330100,Percas del Nilo (Lates niloticus).,True
c_fraccion_0304399900,0304399900,Los demás.,True
c_fraccion_0304410100,0304410100,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",True
c_fraccion_0304420100,0304420100,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",True
c_fraccion_0304430100,0304430100,"Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae).",True
c_fraccion_0304440201,0304440201,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,True
c_fraccion_0304449999,0304449999,Los demás.,True
c_fraccion_0304450100,0304450100,Peces espada (Xiphias gladius).,True
c_fraccion_0304460100,0304460100,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",True
c_fraccion_0304470100,0304470100,Cazones y demás escualos.,True
c_fraccion_0304480100,0304480100,Rayas (Rajidae).,True
c_fraccion_0304490201,0304490201,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).",True
c_fraccion_0304490302,0304490302,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).",True
c_fraccion_0304490403,0304490403,De anchoas (Engraulis spp.).,True
c_fraccion_0304499999,0304499999,Los demás.,True
c_fraccion_0304510100,0304510100,"Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).",True
c_fraccion_0304520201,0304520201,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",True
c_fraccion_0304529999,0304529999,Los demás.,True
c_fraccion_0304530201,0304530201,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,True
c_fraccion_0304539999,0304539999,Los demás.,True
c_fraccion_0304540100,0304540100,Peces espada (Xiphias gladius).,True
c_fraccion_0304550100,0304550100,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",True
c_fraccion_0304560100,0304560100,Cazones y demás escualos.,True
c_fraccion_0304570100,0304570100,Rayas (Rajidae).,True
c_fraccion_0304590101,0304590101,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).",True
c_fraccion_0304590202,0304590202,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).",True
c_fraccion_0304590303,0304590303,De anchoas (Engraulis spp.).,True
c_fraccion_0304599999,0304599999,Los demás.,True
c_fraccion_0304610100,0304610100,Tilapias (Oreochromis spp.).,True
c_fraccion_0304620100,0304620100,"Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).",True
c_fraccion_0304630100,0304630100,Percas del Nilo (Lates niloticus).,True
c_fraccion_0304699900,0304699900,Los demás.,True
c_fraccion_0304710100,0304710100,"Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).",True
c_fraccion_0304720100,0304720100,Eglefinos (Melanogrammus aeglefinus).,True
c_fraccion_0304730100,0304730100,Carboneros (Pollachius virens).,True
c_fraccion_0304740201,0304740201,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,True
c_fraccion_0304749999,0304749999,Los demás.,True
c_fraccion_0304750100,0304750100,Abadejos de Alaska (Theragra chalcogramma).,True
c_fraccion_0304799900,0304799900,Los demás.,True
c_fraccion_0304810100,0304810100,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",True
c_fraccion_0304820100,0304820100,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",True
c_fraccion_0304830100,0304830100,"Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae).",True
c_fraccion_0304840100,0304840100,Peces espada (Xiphias gladius).,True
c_fraccion_0304850100,0304850100,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",True
c_fraccion_0304860100,0304860100,"Arenques (Clupea harengus, Clupea pallasii).",True
c_fraccion_0304870100,0304870100,"Atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis).",True
c_fraccion_0304880100,0304880100,"Cazones, demás escualos y rayas (Rajidae).",True
c_fraccion_0304890201,0304890201,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).",True
c_fraccion_0304890302,0304890302,De anchoas (Engraulis spp.).,True
c_fraccion_0304899999,0304899999,Los demás.,True
c_fraccion_0304910100,0304910100,Peces espada (Xiphias gladius).,True
c_fraccion_0304920100,0304920100,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",True
c_fraccion_0304930100,0304930100,"Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).",True
c_fraccion_0304940100,0304940100,Abadejos de Alaska (Theragra chalcogramma).,True
c_fraccion_0304950201,0304950201,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,True
c_fraccion_0304959999,0304959999,Los demás.,True
c_fraccion_0304960100,0304960100,Cazones y demás escualos.,True
c_fraccion_0304970100,0304970100,Rayas (Rajidae).,True
c_fraccion_0304990101,0304990101,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).",True
c_fraccion_0304990202,0304990202,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",True
